date_found,source,country,title,matched_keywords,url,description
2026-04-12,DRE Série II,PT,"Aviso n.º 8137/2026/2  -  Diário da República n.º 70/2026, Série II de 2026-04-10",DPC,https://files.diariodarepublica.pt/2s/2026/04/070000000/0004100041.pdf,"Finanças - Autoridade Tributária e Aduaneira Abertura de procedimento concursal para o cargo de chefe de divisão da Divisão de Planeamento e Coordenação (DPC), da Direção de Finanças de Faro."
